id,match,match_label,set,set_label,clue,solution,right,wrong,right_team,right_team_label,wrong_team,wrong_team_label,#
1,1,S01E01: Lapsed Psychologists [18 | 12] Knitters,1,Dishes made using eggs,MRN G,MERINGUE,"[4,5]",[],2,Knitters,,,1
172,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,51,Impressionist painters,GNB DN,EUGÈNE BOUDIN,[],[],,,,,2
173,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,51,Impressionist painters,PR RGS TRNR,PIERRE-AUGUSTE RENOIR,[3],[],1,Lapsed Psychologists,,,3
174,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,51,Impressionist painters,T HD RRBN SN,THEODORE ROBINSON,[],[],,,,,4
175,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,52,Space exploration terms,P HLN,APHELION,[],[],,,,,1
176,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,52,Space exploration terms,LCT RCP RPL SN,ELECTRIC PROPULSION,[],[],,,,,2
177,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,52,Space exploration terms,NR TLG DNC,INERTIAL GUIDANCE,[],[],,,,,3
178,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,52,Space exploration terms,CRL SF FCT,CORIOLIS EFFECT,[37],[],13,Bankers,,,4
179,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,53,Medieval church architecture,RDS CRN,ROOD SCREEN,[3],[],1,Lapsed Psychologists,,,1
180,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,53,Medieval church architecture,T RFR M,TRIFORIUM,[],[],,,,,2
181,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,53,Medieval church architecture,RR DS,REREDOS,[38],[],13,Bankers,,,3
182,14,S01E14: Bankers [9 | 19] Lapsed Psychologists,53,Medieval church architecture,MS RCR D,MISERICORD,[2],[39],1,Lapsed Psychologists,13,Bankers,4
183,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,54,Equestrian terms,CP RL,CAPRIOLE,[9],[],3,Crossworders,,,1
184,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,54,Equestrian terms,PS SNC,PUISSANCE,[8],[],3,Crossworders,,,2
185,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,54,Equestrian terms,HT CL,HAUTE ÉCOLE,[],[],,,,,3
186,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,54,Equestrian terms,PRT T,PIROUETTE,[2],[],1,Lapsed Psychologists,,,4
187,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,55,Computer pioneers,GR GBL,GEORGE BOOLE,[8],[],3,Crossworders,,,1
188,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,55,Computer pioneers,DLV LC,ADA LOVELACE,[7],[],3,Crossworders,,,2
189,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,55,Computer pioneers,LN STR VLDS,LINUS TORVALDS,[8],[],3,Crossworders,,,3
190,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,55,Computer pioneers,PLL LN,PAUL ALLEN,[1],[],1,Lapsed Psychologists,,,4
191,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,56,Lord Byron quotations,T HWKL NRP NT,THE WEAK ALONE REPENT,[],[],,,,,1
192,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,56,Lord Byron quotations,THMN YS TL LMS TLB RFRT HN,THE MANY STILL MUST LABOUR FOR THE ONE,[],[2],,,1,Lapsed Psychologists,2
193,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,56,Lord Byron quotations,WT HJS TNG HFLR NNGTM SQT,WITH JUST ENOUGH OF LEARNING TO MISQUOTE,[],[],,,,,3
194,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,56,Lord Byron quotations,SWL LGNM RR VNG,SO WE'LL GO NO MORE A-ROVING,[],"[9,1]",,,3,Crossworders,4
195,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,57,Map projections,MR CTR,MERCATOR,[1],[],1,Lapsed Psychologists,,,1
196,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,57,Map projections,SNSDL,SINUSOIDAL,[8],[],3,Crossworders,,,2
197,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,57,Map projections,ZM THL,AZIMUTHAL,[8],[],3,Crossworders,,,3
198,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,57,Map projections,RT HG RP HC,ORTHOGRAPHIC,[8],[],3,Crossworders,,,4
199,15,S01E15: Crossworders [32 | 14] Lapsed Psychologists,58,Poems by Yeats,SLN GTB YZN TM,SAILING TO BYZANTIUM,[],[],,,,,1
200,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,59,Parliaments and legislatures,C RTS,CORTES,[49],[],17,Cambridge Quiz Society,,,1
201,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,59,Parliaments and legislatures,DT,DIET,[51],[],17,Cambridge Quiz Society,,,2
202,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,59,Parliaments and legislatures,STT SFJ RSY,STATES OF JERSEY,[53],[],18,Oxford Librarians,,,3
203,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,59,Parliaments and legislatures,RC HTS,OIREACHTAS,[],[51],,,17,Cambridge Quiz Society,4
204,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,60,Roald Dahl books,C HR LN DT HG RTG LS SLVTR,CHARLIE AND THE GREAT GLASS ELEVATOR,[50],[],17,Cambridge Quiz Society,,,1
205,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,60,Roald Dahl books,JM SNDT HGN TPCH,JAMES AND THE GIANT PEACH,[52],[],18,Oxford Librarians,,,2
206,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,60,Roald Dahl books,THN RMSCR CDL,THE ENORMOUS CROCODILE,[54],[],18,Oxford Librarians,,,3
207,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,60,Roald Dahl books,MTL D,MATILDA,[49],[],17,Cambridge Quiz Society,,,4
208,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,61,Computer hardware,CNT RLP RCS SNGNT,CENTRAL PROCESSING UNIT,[50],[],17,Cambridge Quiz Society,,,1
209,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,61,Computer hardware,NVR SLS RLBS,UNIVERSAL SERIAL BUS,[],[],,,,,2
210,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,61,Computer hardware,N TG RTDCR CT,INTEGRATED CIRCUIT,[51],[],17,Cambridge Quiz Society,,,3
211,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,61,Computer hardware,RN DMC CS SMM RY,RANDOM ACCESS MEMORY,[51],[],17,Cambridge Quiz Society,,,4
212,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,62,Expressions beginning 'O____ C____',PRC M PNY,OPERA COMPANY,[49],[],17,Cambridge Quiz Society,,,1
213,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,62,Expressions beginning 'O____ C____',RG NCCMP ND,ORGANIC COMPOUND,[53],[],18,Oxford Librarians,,,2
214,16,S02E01: Cambridge Quiz Society [19 | 18] Oxford Librarians,62,Expressions beginning 'O____ C____',BJ CTCD,OBJECT CODE,[],[],,,,,3
215,17,S02E02: Mathematicians [20 | 9] Wordsmiths,63,Quest objects,GL DNF LC,GOLDEN FLEECE,[57],[],19,Mathematicians,,,1
216,17,S02E02: Mathematicians [20 | 9] Wordsmiths,63,Quest objects,PHLS PH RSS TN,PHILOSOPHER'S STONE,[56],[],19,Mathematicians,,,2
217,17,S02E02: Mathematicians [20 | 9] Wordsmiths,63,Quest objects,NRN G,ONE RING,[57],[],19,Mathematicians,,,3
218,17,S02E02: Mathematicians [20 | 9] Wordsmiths,63,Quest objects,MLT SFL CN,MALTESE FALCON,[59],[],20,Wordsmiths,,,4
219,17,S02E02: Mathematicians [20 | 9] Wordsmiths,64,Famous newspaper headlines,DW YD FTST RMN,DEWEY DEFEATS TRUMAN,[],[],,,,,1
220,17,S02E02: Mathematicians [20 | 9] Wordsmiths,64,Famous newspaper headlines,CRS SWH TCR SS,"CRISIS, WHAT CRISIS?",[56],[],19,Mathematicians,,,2
221,17,S02E02: Mathematicians [20 | 9] Wordsmiths,64,Famous newspaper headlines,HLD NDL DND LD,HE LIED AND LIED AND LIED,[],[],,,,,3
222,17,S02E02: Mathematicians [20 | 9] Wordsmiths,64,Famous newspaper headlines,FR DD STR RTM YHM STR,FREDDIE STARR ATE MY HAMSTER,[57],[],19,Mathematicians,,,4
223,17,S02E02: Mathematicians [20 | 9] Wordsmiths,65,Nobel Peace Prize winners,LC HWL S,LECH WALESA,[56],[],19,Mathematicians,,,1
224,17,S02E02: Mathematicians [20 | 9] Wordsmiths,65,Nobel Peace Prize winners,NTDN TN SPCKPN GFR CS,UNITED NATIONS PEACEKEEPING FORCES,[],[],,,,,2
225,17,S02E02: Mathematicians [20 | 9] Wordsmiths,65,Nobel Peace Prize winners,LGR,AL GORE,[57],[],19,Mathematicians,,,3
226,17,S02E02: Mathematicians [20 | 9] Wordsmiths,65,Nobel Peace Prize winners,M NS TYN TRNT NL,AMNESTY INTERNATIONAL,[59],[],20,Wordsmiths,,,4
227,17,S02E02: Mathematicians [20 | 9] Wordsmiths,66,Social dances,PSDB L,PASO DOBLE,[59],[],20,Wordsmiths,,,1
228,17,S02E02: Mathematicians [20 | 9] Wordsmiths,66,Social dances,S TCS TS WNG,EAST COAST SWING,[],[58],,,20,Wordsmiths,2
229,18,S02E03: History Boys [17 | 28] Rugby Boys,67,They have US states in their name,TNNS SWL LMS,TENNESSEE WILLIAMS,[62],[],21,History Boys,,,1
230,18,S02E03: History Boys [17 | 28] Rugby Boys,67,They have US states in their name,VR GNW LF,VIRGINIA WOOLF,"[65,66]",[],22,Rugby Boys,,,2
231,18,S02E03: History Boys [17 | 28] Rugby Boys,67,They have US states in their name,GR GK FF,GEORGIA O'KEEFFE,[64],[],22,Rugby Boys,,,3
232,18,S02E03: History Boys [17 | 28] Rugby Boys,67,They have US states in their name,RB RTN DN,ROBERT INDIANA,[],[],,,,,4
233,18,S02E03: History Boys [17 | 28] Rugby Boys,68,John Steinbeck books,FMCN DMN,OF MICE AND MEN,[64],[],22,Rugby Boys,,,1
234,18,S02E03: History Boys [17 | 28] Rugby Boys,68,John Steinbeck books,STF DN,EAST OF EDEN,[64],[],22,Rugby Boys,,,2
235,18,S02E03: History Boys [17 | 28] Rugby Boys,68,John Steinbeck books,NDB SBT TL,IN DUBIOUS BATTLE,[],[],,,,,3
236,18,S02E03: History Boys [17 | 28] Rugby Boys,68,John Steinbeck books,THR DPNY,THE RED PONY,[],[],,,,,4
237,18,S02E03: History Boys [17 | 28] Rugby Boys,69,Stock market terminology,BRM RKT,BEAR MARKET,[66],[],22,Rugby Boys,,,1
238,18,S02E03: History Boys [17 | 28] Rugby Boys,69,Stock market terminology,DDC TB NC,DEAD CAT BOUNCE,[62],[],21,History Boys,,,2
239,18,S02E03: History Boys [17 | 28] Rugby Boys,69,Stock market terminology,BS SPNT,BASIS POINT,[],[],,,,,3
240,18,S02E03: History Boys [17 | 28] Rugby Boys,69,Stock market terminology,TX CDB T,TOXIC DEBT,[],[],,,,,4
241,18,S02E03: History Boys [17 | 28] Rugby Boys,70,Terms used for 'heaven',HP PYH NT NGG R ND,HAPPY HUNTING GROUND,[62],[],21,History Boys,,,1
242,18,S02E03: History Boys [17 | 28] Rugby Boys,70,Terms used for 'heaven',VLH LL,VALHALLA,[62],[],21,History Boys,,,2
243,18,S02E03: History Boys [17 | 28] Rugby Boys,70,Terms used for 'heaven',BR HMSB SM,ABRAHAM'S BOSOM,[64],[61],22,Rugby Boys,21,History Boys,3
244,18,S02E03: History Boys [17 | 28] Rugby Boys,70,Terms used for 'heaven',LYS NFL DS,ELYSIAN FIELDS,[66],[],22,Rugby Boys,,,4
245,18,S02E03: History Boys [17 | 28] Rugby Boys,71,Ice skating moves,T RP LXL,TRIPLE AXEL,[66],[],22,Rugby Boys,,,1
246,18,S02E03: History Boys [17 | 28] Rugby Boys,71,Ice skating moves,DT HS PRL,DEATH SPIRAL,[62],[],21,History Boys,,,2
247,18,S02E03: History Boys [17 | 28] Rugby Boys,71,Ice skating moves,TL P,TOE LOOP,[],"[64,62]",,,22,Rugby Boys,3
248,18,S02E03: History Boys [17 | 28] Rugby Boys,71,Ice skating moves,STS PN,SIT SPIN,[],[],,,,,4
249,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,72,Hors d'oeuvres,NTP ST,ANTIPASTO (accepted ANTIPASTI),[68],[],23,Chessmen,,,1
250,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,72,Hors d'oeuvres,NGL SNH R SBCK,ANGELS ON HORSEBACK,[68],[],23,Chessmen,,,2
251,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,72,Hors d'oeuvres,TRMSLT,TARAMASALATA,[68],[],23,Chessmen,,,3
252,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,72,Hors d'oeuvres,STF FDMS HR MS,STUFFED MUSHROOMS,[67],[],23,Chessmen,,,4
253,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,73,Paintings sold at record prices,RSS,IRISES,[69],[],23,Chessmen,,,1
254,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,73,Paintings sold at record prices,WH TCN TR,WHITE CENTER,[],[],,,,,2
255,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,73,Paintings sold at record prices,GR CN LPP,GARÇON À LA PIPE,[],[],,,,,3
256,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,73,Paintings sold at record prices,MS SCR FT HNN CNTS,MASSACRE OF THE INNOCENTS,[71],[],24,Charity Puzzlers,,,4
257,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,74,Scottish musicians,VLY NG LNN,EVELYN GLENNIE,[68],[],23,Chessmen,,,1
258,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,74,Scottish musicians,DDRDR,EDDI READER,[71],[],24,Charity Puzzlers,,,2
259,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,74,Scottish musicians,HR RYL DR,HARRY LAUDER,[68],[],23,Chessmen,,,3
260,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,74,Scottish musicians,JG N,JOE EGAN,[],[],,,,,4
261,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,75,Imperial measurements,CR,ACRE,[67],[],23,Chessmen,,,1
262,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,75,Imperial measurements,FL DNC,FLUID OUNCE,[68],[],23,Chessmen,,,2
263,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,75,Imperial measurements,NT CLML,NAUTICAL MILE,[71],[],24,Charity Puzzlers,,,3
264,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,75,Imperial measurements,BR LYC RN,BARLEYCORN,[68],[],23,Chessmen,,,4
265,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,76,Oscar-winning animated films,H PP YFT,HAPPY FEET,[67],[],23,Chessmen,,,1
266,19,S02E04: Chessmen [36 | 14] Charity Puzzlers,76,Oscar-winning animated films,SPR TDWY,,[],[],,,,,2
267,20,S02E05: Cambridge Quiz Society [13 | 11] Mathematicians,77,Fashion designers,MLPC C,EMILIO PUCCI,[51],[],17,Cambridge Quiz Society,,,1
268,20,S02E05: Cambridge Quiz Society [13 | 11] Mathematicians,77,Fashion designers,GR GR MN,GIORGIO ARMANI,[49],[],17,Cambridge Quiz Society,,,2
269,20,S02E05: Cambridge Quiz Society [13 | 11] Mathematicians,77,Fashion designers,MN LN GR,EMANUEL UNGARO,[51],[],17,Cambridge Quiz Society,,,3
270,20,S02E05: Cambridge Quiz Society [13 | 11] Mathematicians,77,Fashion designers,SCM ZRH,ISAAC MIZRAHI,[],[],,,,,4
271,20,S02E05: Cambridge Quiz Society [13 | 11] Mathematicians,78,Proverbs about relationships,B SNCM KST HHR TG RWFN DR,ABSENCE MAKES THE HEART GROW FONDER,[50],[],17,Cambridge Quiz Society,,,1
272,20,S02E05: Cambridge Quiz Society [13 | 11] Mathematicians,78,Proverbs about relationships,L LSFRNL VN DWR,ALL'S FAIR IN LOVE AND WAR,[57],[],19,Mathematicians,,,2
273,20,S02E05: Cambridge Quiz Society [13 | 11] Mathematicians,78,Proverbs about relationships,NCBT TNT WCS HY,"ONCE BITTEN, TWICE SHY",[57],[],19,Mathematicians,,,3
274,20,S02E05: Cambridge Quiz Society [13 | 11] Mathematicians,78,Proverbs about relationships,HL LHT HNFR YLKW MNS CRND,HELL HATH NO FURY LIKE A WOMAN SCORNED,[51],[55],17,Cambridge Quiz Society,19,Mathematicians,4
275,20,S02E05: Cambridge Quiz Society [13 | 11] Mathematicians,79,Equipment in a chemistry lab,CPL LR YTB,CAPILLARY TUBE,[57],[],19,Mathematicians,,,1
276,21,S02E06: Chessmen [17 | 25] Rugby Boys,80,Parts of a book,FRN TSP C,FRONTISPIECE,[64],[],22,Rugby Boys,,,1
277,21,S02E06: Chessmen [17 | 25] Rugby Boys,80,Parts of a book,NDP PRS,ENDPAPERS,[68],[],23,Chessmen,,,2
278,21,S02E06: Chessmen [17 | 25] Rugby Boys,80,Parts of a book,CLP HN,COLOPHON,[68],[],23,Chessmen,,,3
279,21,S02E06: Chessmen [17 | 25] Rugby Boys,80,Parts of a book,PLG,EPILOGUE,[64],[],22,Rugby Boys,,,4
280,21,S02E06: Chessmen [17 | 25] Rugby Boys,81,Quotes attributed to British PMs,W HVBC MGR NDM T HR,WE HAVE BECOME A GRANDMOTHER,[68],[],23,Chessmen,,,1
281,21,S02E06: Chessmen [17 | 25] Rugby Boys,81,Quotes attributed to British PMs,WKSL NGT MNP LT CS,A WEEK IS A LONG TIME IN POLITICS,[64],[],22,Rugby Boys,,,2
282,21,S02E06: Chessmen [17 | 25] Rugby Boys,81,Quotes attributed to British PMs,SHP NSH PSC LT HNG,A SHEEP IN SHEEP'S CLOTHING,[],[],,,,,3
283,21,S02E06: Chessmen [17 | 25] Rugby Boys,81,Quotes attributed to British PMs,DC TND CT NDC TN,"EDUCATION, EDUCATION, EDUCATION",[],[],,,,,4
284,21,S02E06: Chessmen [17 | 25] Rugby Boys,82,Prime numbers in French,NZ,ONZE (11),[66],[],22,Rugby Boys,,,1
285,21,S02E06: Chessmen [17 | 25] Rugby Boys,82,Prime numbers in French,DX,DEUX (2),[],"[69,65]",,,23,Chessmen,2
286,21,S02E06: Chessmen [17 | 25] Rugby Boys,82,Prime numbers in French,QT RVN GTT RS,QUATRE-VINGT-TROIS (83),[66],[],22,Rugby Boys,,,3
287,21,S02E06: Chessmen [17 | 25] Rugby Boys,82,Prime numbers in French,TR NT TN,TRENTE ET UN (31),[66],[],22,Rugby Boys,,,4
288,21,S02E06: Chessmen [17 | 25] Rugby Boys,83,Exotic fruit,PM L,POMELO,[68],[],23,Chessmen,,,1
289,21,S02E06: Chessmen [17 | 25] Rugby Boys,83,Exotic fruit,K,AKEE,[68],[],23,Chessmen,,,2
290,21,S02E06: Chessmen [17 | 25] Rugby Boys,83,Exotic fruit,BBB,BAOBAB,[68],[],23,Chessmen,,,3
291,21,S02E06: Chessmen [17 | 25] Rugby Boys,83,Exotic fruit,VCD,AVOCADO,[64],[],22,Rugby Boys,,,4
292,21,S02E06: Chessmen [17 | 25] Rugby Boys,84,Scupltors,DR DP LZZ,EDUARDO PAOLOZZI,[],[],,,,,1
293,22,S02E07: Chessmen [22 | 11] Mathematicians,85,Twins,RNNND RG GK RY,RONNIE AND REGGIE KRAY,[56],[],19,Mathematicians,,,1
294,22,S02E07: Chessmen [22 | 11] Mathematicians,85,Twins,NTH NYN DPTRSH FFR,ANTHONY AND PETER SHAFFER,[68],[],23,Chessmen,,,2
295,22,S02E07: Chessmen [22 | 11] Mathematicians,85,Twins,PL LNDRT MS,APOLLO AND ARTEMIS,[56],[],19,Mathematicians,,,3
296,22,S02E07: Chessmen [22 | 11] Mathematicians,85,Twins,RBNN DM RCGB B,ROBIN AND MAURICE GIBB,[68],[],23,Chessmen,,,4
297,22,S02E07: Chessmen [22 | 11] Mathematicians,86,Biographical movies,LWR NCF RB,LAWRENCE OF ARABIA,[67],[],23,Chessmen,,,1
298,22,S02E07: Chessmen [22 | 11] Mathematicians,86,Biographical movies,WL KT HLN,WALK THE LINE,[56],[],19,Mathematicians,,,2
299,22,S02E07: Chessmen [22 | 11] Mathematicians,86,Biographical movies,THS NDFM SC,THE SOUND OF MUSIC,[56],[],19,Mathematicians,,,3
300,22,S02E07: Chessmen [22 | 11] Mathematicians,86,Biographical movies,THT HRB LYNG RL,THE OTHER BOLEYN GIRL,[],"[57,67]",,,19,Mathematicians,4
301,22,S02E07: Chessmen [22 | 11] Mathematicians,87,Doctors who were authors,RTH RCN NDYL,ARTHUR CONAN DOYLE,[67],[],23,Chessmen,,,1
302,22,S02E07: Chessmen [22 | 11] Mathematicians,87,Doctors who were authors,NT NCH KHV,ANTON CHEKHOV,[68],[],23,Chessmen,,,2
303,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,88,Military decorations,RNCR SS,IRON CROSS,[65],[],22,Rugby Boys,,,1
304,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,88,Military decorations,RD RFT HGL DNK T,ORDER OF THE GOLDEN KITE,[],[],,,,,2
305,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,88,Military decorations,C RXD GRR,CROIX DE GUERRE,[66],[],22,Rugby Boys,,,3
306,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,88,Military decorations,PR PLH RT,PURPLE HEART,[66],[],22,Rugby Boys,,,4
307,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,89,Children of Zeus,THN,ATHENA,[65],[],22,Rugby Boys,,,1
308,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,89,Children of Zeus,PR SP HN,PERSEPHONE,[49],[],17,Cambridge Quiz Society,,,2
309,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,89,Children of Zeus,RT,ERATO,[],[],,,,,3
310,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,89,Children of Zeus,TN TLS,TANTALUS,[50],[],17,Cambridge Quiz Society,,,4
311,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,90,Local names of European countries,P LSK,POLSKA,[64],[],22,Rugby Boys,,,1
312,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,90,Local names of European countries,ST RRCH,ÖSTERREICH,"[64,66]",[],22,Rugby Boys,,,2
313,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,90,Local names of European countries,SM,SUOMI,[51],[],17,Cambridge Quiz Society,,,3
314,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,90,Local names of European countries,TL,ITALIA,[64],[],22,Rugby Boys,,,4
315,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,91,Wordsworth poems,SHD WL TMN GT HN TRD DNWYS,SHE DWELT AMONG THE UNTRODDEN WAYS,[],[],,,,,1
316,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,91,Wordsworth poems,T HP RLD,THE PRELUDE,[51],[64],17,Cambridge Quiz Society,22,Rugby Boys,2
317,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,91,Wordsworth poems,S LMB RDDM YS PRTSL,A SLUMBER DID MY SPIRIT SEAL,[],[],,,,,3
318,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,91,Wordsworth poems,NTM TNSFM MR TLTY,INTIMATIONS OF IMMORTALITY,[],[],,,,,4
319,23,S02E08: Cambridge Quiz Society [9 | 19] Rugby Boys,92,Concepts in evolution,NT RLS L CTN,,[],[],,,,,1
320,24,S00E01: Crossworders [33 | 11] Rugby Boys,93,Verse forms,HK,HAIKU,[8],[],25,Crossworders,,,1
321,24,S00E01: Crossworders [33 | 11] Rugby Boys,93,Verse forms,RND,RONDEAU,[7],[64],25,Crossworders,26,Rugby Boys,2
322,24,S00E01: Crossworders [33 | 11] Rugby Boys,93,Verse forms,MB CVRS,IAMBIC VERSE,[8],[64],25,Crossworders,26,Rugby Boys,3
323,24,S00E01: Crossworders [33 | 11] Rugby Boys,93,Verse forms,TL NSN NT,ITALIAN SONNET,[7],[],25,Crossworders,,,4
324,24,S00E01: Crossworders [33 | 11] Rugby Boys,94,Tools on Swiss army knives,BT TLP NR,BOTTLE OPENER,[8],[],25,Crossworders,,,1
325,24,S00E01: Crossworders [33 | 11] Rugby Boys,94,Tools on Swiss army knives,N LFL,NAIL FILE,[8],[],25,Crossworders,,,2
326,24,S00E01: Crossworders [33 | 11] Rugby Boys,94,Tools on Swiss army knives,NDL NSP LRS,NEEDLE NOSE PLIERS,[],[65],,,26,Rugby Boys,3
327,24,S00E01: Crossworders [33 | 11] Rugby Boys,94,Tools on Swiss army knives,FS HSC LR,FISH SCALER,[7],[],25,Crossworders,,,4
328,24,S00E01: Crossworders [33 | 11] Rugby Boys,95,People on the 'Sgt Pepper' album cover,BR YBRD SLY,AUBREY BEARDSLEY,[8],[],25,Crossworders,,,1
329,24,S00E01: Crossworders [33 | 11] Rugby Boys,95,People on the 'Sgt Pepper' album cover,FR DSTR,FRED ASTAIRE,[8],[],25,Crossworders,,,2
330,24,S00E01: Crossworders [33 | 11] Rugby Boys,95,People on the 'Sgt Pepper' album cover,ST RTS TC LFF,STUART SUTCLIFFE,[8],[65],25,Crossworders,26,Rugby Boys,3
331,24,S00E01: Crossworders [33 | 11] Rugby Boys,95,People on the 'Sgt Pepper' album cover,MW ST,MAE WEST,[66],[],26,Rugby Boys,,,4
332,24,S00E01: Crossworders [33 | 11] Rugby Boys,96,Parts of a biological cell,GL GBDY,GOLGI BODY,[8],[],25,Crossworders,,,1
333,24,S00E01: Crossworders [33 | 11] Rugby Boys,96,Parts of a biological cell,MTC HND RN,MITOCHONDRION,[8],[],25,Crossworders,,,2
334,24,S00E01: Crossworders [33 | 11] Rugby Boys,96,Parts of a biological cell,RBS M,RIBOSOME,[66],[],26,Rugby Boys,,,3
335,24,S00E01: Crossworders [33 | 11] Rugby Boys,96,Parts of a biological cell,VCL,VACUOLE,[],[],,,,,4
336,25,S03E01: Archers Admirers [35 | 24] Music Lovers,97,French phrases used in English,D JV,DÉJÀ VU,[75],[],27,Archers Admirers,,,1
337,25,S03E01: Archers Admirers [35 | 24] Music Lovers,97,French phrases used in English,CMM CC MMC,"COMME CI, ÇOMME CA",[75],[],27,Archers Admirers,,,2
338,25,S03E01: Archers Admirers [35 | 24] Music Lovers,97,French phrases used in English,DT L TT,EAU DE TOILETTE,[75],[],27,Archers Admirers,,,3
339,25,S03E01: Archers Admirers [35 | 24] Music Lovers,97,French phrases used in English,D JV,DÉJÀ VU,[75],[],27,Archers Admirers,,,4
340,25,S03E01: Archers Admirers [35 | 24] Music Lovers,98,Original companies in the FT 30 share index,RL LSR YC,ROLLS-ROYCE,[75],[],27,Archers Admirers,,,1
341,25,S03E01: Archers Admirers [35 | 24] Music Lovers,98,Original companies in the FT 30 share index,TTN DL YL,TATE AND LYLE,[73],[],27,Archers Admirers,,,2
